newspaper,link,town,state
Colville Statesman-Examiner,https://www.statesmanexaminer.com/,Colville,Washington
Daily Index,http://www.zwire.com/news/newslist.cfm?brd=974,Tacoma,Washington
The Daily News,https://tdn.com/,Longview,Washington
The Daily News,https://dnews.com/,Moscow,Washington
Daily Sun News,https://www.sunnysidesun.com/,Sunnyside,Washington
Daily World,http://www.thedailyworld.com/,Aberdeen,Washington
The Dispatch ,https://dispatchnews.com/,Eatonville,Washington
Eastside Journal,http://www.eastsidejournal.com/,Bellevue,Washington
Entiat Valley Explorer,http://www.entiat.com/,Not Specified,Washington
Federal Way Mirror,http://www.federalwaymirror.com/,Not Specified,Washington
Gorge News,https://www.thedalleschronicle.com/,Not Specified,Washington
The Herald,https://www.heraldnet.com/,Everett,Washington
The Islands’ Sounder,http://www.islandssounder.com/,Eastsound,Washington
Issaquah Press,http://www.isspress.com/,Issaquah,Washington
Jefferson County Leader,https://www.ptleader.com/,Not Specified,Washington
Journal of Business,https://www.spokanejournal.com/,Spokane,Washington
The Journal of the San Juan Islands,http://www.sanjuanjournal.com/,Not Specified,Washington
Lake Stevens Journal,http://www.lakestevensjournal.com/,Not Specified,Washington
The Leader,https://www.ptleader.com/,Not Specified,Washington
Leavenworth Echo,http://www.leavenworthecho.com/,Leavenworth,Washington
Lewiston Morning Tribune,https://lmtribune.com/,Lewiston,Washington
Lynden Tribune,http://lyndentrib.com/,Lynden,Washington
Mercer Island Reporter,http://www.mi-reporter.com/,Not Specified,Washington
Methow Valley News,https://methowvalleynews.com/,Twisp,Washington
The Monitor,https://monroemonitor.com/home/,Monroe,Washington
Navy News,https://www.heraldnet.com/navy/,Everett,Washington
The News Tribune,https://www.thenewstribune.com/,Tacoma,Washington
Nisqually Valley News,http://www.yelmonline.com/,Yelm,Washington
North Kitsap Herald,https://www.kitsapdailynews.com/,Poulsbo,Washington
Northwest Asian Weekly/The Seattle Chinese Post,http://nwasianweekly.com/,Seattle,Washington
Northshore Citizen,http://www.northshorecitizen.com/,Bothell,Washington
The Olympian,https://www.theolympian.com/,Olympia,Washington
Omak Chronicle,https://www.omakchronicle.com/,Omak,Washington
Othello Outlook,http://othellooutlook.com/,Othello,Washington
Puyallup Herald,https://www.thenewstribune.com/news/local/community/puyallup-herald/,Puyallup,Washington
Peninsula Daily News,http://www.peninsuladailynews.com/,Not Specified,Washington
The Peninsula Gateway,https://www.thenewstribune.com/news/local/community/gateway/,Not Specified,Washington
Port Orchard Independent,https://www.kitsapdailynews.com/,Not Specified,Washington
Puget Sound Business Journal,http://seattle.bcentral.com/seattle/,Seattle,Washington
Puget Sound News,http://www.psnews.com/,Not Specified,Washington
The Reflector,http://www.thereflector.com/,Not Specified,Washington
Renton Reporter,http://www.rentonreporter.com/,Renton,Washington
Seattle Daily Journal of Commerce,https://www.djc.com/,Seattle,Washington
Seattle Post-Intelligencer,https://www.seattlepi.com/,Seattle,Washington
The Seattle Press,http://www.seattlepress.com/,Seattle,Washington
The Seattle Times,https://www.seattletimes.com/,Seattle,Washington
Seattle Weekly,https://www.seattleweekly.com/,Seattle,Washington
Sequim Gazette,http://www.sequimgazette.com/,Sequim,Washington
Skagit Valley Herald,https://www.goskagit.com/,Not Specified,Washington
Snoqualmie Valley Record,http://www.valleyrecord.com/,Snoqualmie,Washington
South County Journal,http://www.southcountyjournal.com/,Kent,Washington
Business Farmer,https://thebusinessfarmer.com/,Not Specified,Wyoming
Casper Star Tribune,https://trib.com/,Casper,Wyoming
Cheyenne’s Wyoming HQ,http://www.wyominghq.com/,Cheyenne,Wyoming
South Whidbey Record,http://www.southwhidbeyrecord.com/,Langley,Washington
The Spokesman-Review,http://www.spokesman.com/,Spokane,Washington
Stanwood/Camano News,https://www.goskagit.com/scnews/,Stanwood,Washington
Starline,https://www.grandcoulee.com/,Not Specified,Washington
The Sun,http://www.thesunlink.com/,Bremerton,Washington
Touchet Valley Graphic,http://suspended.hawkhost.com/,Dayton,Washington
Cody Enterprise,http://www.codyenterprise.com/,Cody,Wyoming
Douglas Budget,http://www.douglas-budget.com/,Douglas,Wyoming
Guernsey Gazette,https://guernseygazette.com/,Guernsey,Wyoming
Jackson Hole Guide,http://www.jacksonwy.com/guide/,Not Specified,Wyoming
Lingle Guide,https://lingleguide.com/,Lingle,Wyoming
Tri-City Herald,https://www.tri-cityherald.com/,Kennewick,Washington
The Union-Bulletin,http://www.zwire.com/news/newslist.cfm?brd=1017,Not Specified,Washington
Vashon-Maury Island Beachcomber,http://www.vashonbeachcomber.com/,Vashon,Washington
Vancouver Business Journal,https://www.vbjusa.com/,Vancouver,Washington
The Vidette,http://www.thevidette.com/,Montesano,Washington
Lovell Chronicle,http://www.lovellchronicle.com/,Lingle,Wyoming
Lusk Herald,https://luskherald.com/,Lusk,Wyoming
News-Record,https://www.gillettenewsrecord.com/,Lusk,Wyoming
Planet Jackson Hole,https://pcrecordtimes.com/,Not Specified,Wyoming
Platte County Record-Times,https://pcrecordtimes.com/,Not Specified,Wyoming
Powell Tribune ,https://www.powelltribune.com/,Powell,Wyoming
The Wenatchee World,http://www.wenworld.com/,Wenatchee,Washington
Whidbey News-Times,http://www.whidbeynewstimes.com/,Not Specified,Washington
Woodinville Weekly/Northlake News/Valley View,http://www.nwnews.com/,Woodinville,Washington
Yakima Herald-Republic,https://www.yakimaherald.com/,Yakima,Washington
The Sheridan Press,https://thesheridanpress.com/,Sheridan,Wyoming
Star Valley Independent,https://www.silverstar.com/independent/,Afton,Wyoming
The Telegram,https://torringtontelegram.com/,Torrington,Wyoming
Wyoming Livestock Roundup,http://www.wyoagcenter.com/,Casper,Wyoming
Wyoming Tribune Eagle,https://www.wyomingnews.com/,Cheyenne,Wyoming
Wyoming Webworks News,http://wyomingwebworks.org/,Cheyenne,Wyoming
Yellowstone Net Newspaper,https://yellowstone.net/forums/viewforum.php?f=6,Yellowstone,Wyoming
Virginia Press Association,https://www.vpa.net/,Richmond,Virginia
Alexandria Journal,http://cold.jrnl.com/cfdocs/new/alx/,Alexandria,Virginia
Bland County Messenger,http://www.blandnews.com/,Bland,Virginia
Blue Ridge Business Journal,https://www.bizjournals.com/,Roanoke,Virginia
Bristol Herald Courier,http://www.bristolnews.com/,Bristol,Virginia
Central Virginian News,http://www.thecentralvirginian.com/,Louisa,Virginia
Clinch Valley News,http://www2.swvatoday.com/news/richlands/,Tazewell,Virginia
Coalfield Progress,http://www.thecoalfieldprogress.com/,Not Specified,Virginia
Culpeper News,http://www.culpepernews.com/,Culpeper,Virginia
Culpeper Star-Exponent,https://www.starexponent.com/,Culpeper,Virginia
The Daily Journal,https://jrnl.com/cfdocs/new/pw/,Not Specified,Virginia
The Daily News Leader,https://www.newsleader.com/,Staunton,Virginia
Daily News Record,http://www.dnronline.com/,Harrisonburg,Virginia
Daily Press,https://www.dailypress.com/,Not Specified,Virginia
The Daily Progress,https://www.dailyprogress.com/,Charlottesville,Virginia
Danville Register & Bee News,https://www.godanriver.com/,Danville,Virginia
The Enterprise,https://theenterprise.net/,Stuart,Virginia
Fairfax Journal,http://cold.jrnl.com/cfdocs/new/ffx/,Alexandria,Virginia
Falls Church News-Press,https://fcnp.com/,Not Specified,Virginia
Fauquier Citizen,http://www.citizenet.com/,Warrenton,Virginia
Fauquier Times-Democrat,https://www.fauquier.com/,Warrenton,Virginia
Floyd Press,https://www.heraldcourier.com/swvatoday/news/floyd/,Not Specified,Virginia
The Free Lance-Star,https://www.fredericksburg.com/,Fredericksburg,Virginia
The Gazette,https://www.galaxgazette.com/,Galax,Virginia
Goochland Gazette,http://www.goochgaz.com/news.html,Goochland,Virginia
Greene County Record,https://www.dailyprogress.com/greenenews/,Stanardsville,Virginia
Hanover Herald-Progress,http://www.herald-progress.com/,Ashland,Virginia
Henderson Hall News,https://www.dcmilitary.com/marines/hendersonhall/,Not Specified,Virginia
Independent-Messenger,http://www.independentmessenger.com/,Emporia,Virginia
Journal Newspapers Online,https://jrnl.com/,Fairfax,Virginia
Journal Press,http://www.journalpress.com/,Not Specified,Virginia
The Ledger Online,http://www.theledgeronline.com/,Lynchburg,Virginia
Leesburg Today,https://www.leesburg2day.com/,Leesburg,Virginia
Loudoun Easterner,http://www.easterner.com/,Sterling,Virginia
Loudoun Times-Mirror,https://www.loudountimes.com/,Leesburg,Virginia
Manassas Journal Messenger,http://www.manassasjm.com/,Manassas,Virginia
The Martinsville Bulletin,http://www.martinsvillebulletin.com/,Martinsville,Virginia
New River Valley Current,http://www.newrivervalley.com/news/,Christiansburg,Virginia
The News & Advance,https://www.newsadvance.com/,Lynchburg,Virginia
The News-Gazette,https://www.thenews-gazette.com/,Lexington,Virginia
News Journal,http://www.njwebnews.com/,Amelia,Virginia
News Virginian,https://www.dailyprogress.com/newsvirginian/,Waynesboro,Virginia
Orange County Review,https://www.dailyprogress.com/orangenews/,Orange,Virginia
Port Folio,http://www.portfolioweekly.com/,Not Specified,Virginia
Potomac News,http://www.potomacnews.com/,Woodbridge,Virginia
Rappahannock Record,https://rrecord.com/,Kilmarnock,Virginia
Richlands News-Press,http://www2.swvatoday.com/news/richlands/,Richlands,Virginia
Richmond Times-Dispatch,http://www.timesdispatch.com,Richmond,Virginia
Roanoke Times,https://www.roanoke.com/roatimes/,Roanoke,Virginia
Roanoke Time & World News,https://www.roanoke.com/,Roanoke,Virginia
Rockbridge Weekly,http://www.rockbridgeweekly.com/,Lexington,Virginia
Shenandoah.com,https://www.shentel.com/,Strasburg,Virginia
The Smithfield Times,https://smithfieldtimes.com/,Smithfield,Virginia
Smyth County News & Messenger,https://www.heraldcourier.com/swvatoday/news/smyth_county/,Marion,Virginia
The South Boston Gazette-Virginian,http://www.gazettevirginian.com/,Not Specified,Virginia
Southside Sentinel,http://www.ssentinel.com/,Urbanna,Virginia
Southwest Virginia Enterprise,https://www.heraldcourier.com/swvatoday/news/wytheville/,Wytheville,Virginia
Style Weekly,https://www.richmond.com/styleweekly/,Richmond,Virginia
Suffolk News-Herald,http://www.hamptonroadsmedia.com/,Suffolk,Virginia
Times Community Newspapers,http://www.fairfaxtimes.com/,Reston,Virginia
USA Today,https://www.usatoday.com/,Arlington,Virginia
Virginian Review,http://www.alleghanyhighlands.com/,Covington,Virginia
The Virginian-Pilot,https://pilotonline.com/content/tncms/live/,Norfolk,Virginia
Washington Business Journal,http://washington.bcentral.com/washington/,Arlington,Virginia
Winchester News,http://www.winchesternews.com/,Winchester,Virginia
The Winchester Star,https://www.winchesterstar.com/,Winchester,Virginia
Wisconsin Newspaper Association,https://www.wnanews.com/,Madison,Wisconsin
Antigo Daily Journal,http://www.antigodailyjournal.com,Not Specified,Wisconsin
West Virginia Press Association,https://wvpress.org/,Charleston,West Virginia
Bluefield Daily Telegraph,https://www.bdtonline.com/,Bluefield,West Virginia
Braxton Citizens’ News,http://www.bcn-news.com/,Sutton,West Virginia
Charleston Daily Mail,https://www.dailymail.co.uk/home/index.html,Charleston,West Virginia
The Charleston Gazette,https://www.wvgazettemail.com/,Charleston,West Virginia
The Clarksburg Exponent/Telegram,http://www.cpubco.com/,Clarksburg,West Virginia
Dominion Post,https://www.dominionpostlive.com/,Morgantown,West Virginia
Grant County Press,http://www.gcpress.wvweb.net/,Petersburg,West Virginia
Hampshire Review,http://www.hampshirereview.com/,Romney,West Virginia
HuntingtonNews.Net,http://www.huntingtonnews.net/,Huntington,West Virginia
The Intelligencer/Wheeling News-Register,http://www.theintelligencer.net/,Wheeling,West Virginia
The Inter-Mountain,http://www.theintermountain.com/,Elkins,West Virginia
The Journal,https://www.journal-news.net/,Martinsburg,West Virginia
Lincoln Journal,http://lincolnjournalinc.com/,Hamlin,West Virginia
Logan Banner,https://www.loganbanner.com/,Logan,West Virginia
The Morgan Messenger,https://www.morganmessenger.com/,Not Specified,West Virginia
Mountain Messenger,https://mountainmessenger.com/,Lewisburg,West Virginia
Mountain Statesman,https://mountainstatesman.com/,Clarksburg,West Virginia
The Parthenon,https://marshallparthenon.com/,Huntington,West Virginia
The Pocahontas Times,https://pocahontastimes.com/,Marlinton,West Virginia
Point Pleasant Register,https://www.cnhi.com/register/,Not Specified,West Virginia
Putnam/Cabell Post,http://www.putnampost.com/,Winfield,West Virginia
Register-Herald,https://www.register-herald.com/,Beckley,West Virginia
The Ritchie Gazette,http://www.ritchiegazette.com/,Harrisville,West Virginia
State Journal,https://www.wvnews.com/statejournal/,Charleston,West Virginia
Times-West Virginian,https://www.timeswv.com/,Fairmont,West Virginia
The Weston Democrat,https://www.wvnews.com/westondemocrat/,Weston,West Virginia
Weirton Daily Times,http://www.weirtondailytimes.com/,Weirton,West Virginia
Williamson Daily News,https://www.williamsondailynews.com/,Williamson,West Virginia
Louisiana Press Association,https://www.lapress.com/,Not Specified,Louisiana
The Advertiser,https://www.theadvertiser.com/errors/404/,Lafayette,Louisiana
The Advocate,https://www.theadvocate.com/content/tncms/live/,Not Specified,Louisiana
Alexandria Daily Town Talk,https://www.thetowntalk.com/,Alexandria,Louisiana
The Ascension Citizen,http://www.ascensioncitizen.com,Gonzales,Louisiana
Bayou Business,http://www.bayoubusiness.com,Houma,Louisiana
Beauregard Daily News,https://www.beauregarddailynews.net/,Not Specified,Louisiana
Bossier Press-Tribune,https://bossierpress.com/,Not Specified,Louisiana
Business News,http://www.businessnewsonline.com,Houma,Louisiana
Business Report,https://www.businessreport.com/,Not Specified,Louisiana
City Business,https://neworleanscitybusiness.com/,Not Specified,Louisiana
The Courier,https://www.houmatoday.com/,Houma,Louisiana
The Crowley Post-Signal,http://www.crowleypostsignal.com/,Crowley,Louisiana
Daily Comet,https://www.dailycomet.com/,Thibodaux,Louisiana
The Daily Iberian,https://www.iberianet.com/,Not Specified,Louisiana
The Daily Review,https://www.daily-review.com/,Not Specified,Louisiana
The Daily Star,http://www.hammondstar.com/,Hammond,Louisiana
The Daily World,https://www.dailyworld.com/,Opelousas,Louisiana
The Franklin Banner-Tribune,https://www.banner-tribune.com/,Franklin,Louisiana
The Jackson Independent,http://www.jackson-ind.com,Jonesboro,Louisiana
L’Observateur,https://www.lobservateur.com/,Not Specified,Louisiana
Lake Charles American Press,https://www.americanpress.com/,Not Specified,Louisiana
The Leesville Daily Leader,https://www.leesvilledailyleader.com/,Leesville,Louisiana
Minden Press-Herald,https://press-herald.com/,Minden,Louisiana
The News Banner,http://www.newsbanner.com/,Not Specified,Louisiana
The News-Star,https://www.thenewsstar.com/news/,Monroe,Louisiana
The Ouachita Citizen,http://www.theouachitacitizen.com/,Not Specified,Louisiana
Ponchatoula Times,http://www.ponchatoula.com/ptimes/,Ponchatoula,Louisiana
Rayne Acadian-Tribune,http://www.acadian-tribune.com/,Rayne,Louisiana
Slidell Sentry-News,http://slidellsentry.com/,Slidell,Louisiana
Southwest Daily News,http://www.sulphurdailynews.com,Sulphur,Louisiana
The Times,https://www.theadvertiser.com/topic/91888a22-d739-4f28-bc33-1829bcfeeb0e/times-of-acadiana/,Acadiana,Louisiana
The Times,http://www.nwlouisiana.com/,Shreveport,Louisiana
The Times-Picayune,http://www.nolalive.com/,Not Specified,Louisiana
Ville Platte Gazette,http://www.villeplattegazette.com/,Not Specified,Louisiana
MD-DE-DC Press Association,http://www.mddcpress.com/,Bowie,Maryland
Afro-American,http://www.afroam.org/,Baltimore,Maryland
Baltimore Business Journal,http://baltimore.bcentral.com/baltimore/,Baltimore,Maryland
Baltimore City Paper,https://www.baltimoresun.com/citypaper/,Baltimore,Maryland
Baltimore Times,http://www.btimes.com,Baltimore,Maryland
Carroll County Times,https://www.baltimoresun.com/maryland/carroll/,Westminster,Maryland
Cecil Whig,https://www.cecildaily.com/,Elkton,Maryland
